5.600000000000000000e+01,5.300000000000000000e+01,6.500000000000000000e+01,9.600000000000000000e+01,7.956166828527923940e+01,7.960156904770087749e+01,7.956166828527923940e+01,7.948146789875858076e+01,8.362468094859028156e+01,7.956166828527923940e+01,7.953458565150782533e+01,1.027532527418663919e-03,1.529555205094030017e-03,1.027532527418663919e-03,1.846878156236512279e-05,5.214747041507646758e-02,1.027532527418663919e-03,6.867847446882403969e-04
1.070000000000000000e+02,1.500000000000000000e+01,3.500000000000000000e+01,1.880000000000000000e+02,7.951909463410032686e+01,8.146059278605194720e+01,7.956974097366142473e+01,7.962356572524124942e+01,8.171256654404972153e+01,7.956974097366142473e+01,7.966126772293394254e+01,4.918801472109068625e-04,2.491938583356747769e-02,1.129101329408917220e-03,1.806312597398659209e-03,2.808966462065572850e-02,1.129101329408917220e-03,2.280670897508033871e-03
1.520000000000000000e+02,3.500000000000000000e+01,1.520000000000000000e+02,1.290000000000000000e+02,7.953103857643498031e+01,7.962823153807980248e+01,7.953103857643498031e+01,7.948678973340864218e+01,8.293392664187751961e+01,8.025164916858369679e+01,7.981084315742134550e+01,6.421562208728778852e-04,1.865016835427761631e-03,6.421562208728778852e-04,8.542694273575991812e-05,4.345655060238444445e-02,9.708721295718328315e-03,4.162596344002786504e-03
1.930000000000000000e+02,3.100000000000000000e+01,5.400000000000000000e+01,9.800000000000000000e+01,7.964790444260364666e+01,7.968646453651220440e+01,7.968578131026453093e+01,7.949398068489327329e+01,8.140481214244641706e+01,7.968646453651220440e+01,7.962559525480074285e+01,2.112537023196309292e-03,2.597691702468550839e-03,2.589095499050414299e-03,1.759019236697195764e-04,2.421756595931571360e-02,2.597691702468550839e-03,1.831847695026910753e-03
1.710000000000000000e+02,3.600000000000000000e+01,1.700000000000000000e+02,1.560000000000000000e+02,7.950421767019921049e+01,7.959312161347433801e+01,7.950561352973366525e+01,7.953114616543260240e+01,7.978006244327863783e+01,7.950561352973366525e+01,7.957040514019571731e+01,3.047014368294729257e-04,1.423271432741998310e-03,3.222638366087224988e-04,6.435098821413993237e-04,3.775320121774456816e-03,3.222638366087224988e-04,1.137457727676312574e-03
3.200000000000000000e+01,3.200000000000000000e+01,3.400000000000000000e+01,6.500000000000000000e+01,7.951618215069238715e+01,7.951618215069238715e+01,7.951618215069238715e+01,7.948032698054311140e+01,7.958786167371239628e+01,7.957721482114970968e+01,7.965503187842547561e+01,4.552359171160439300e-04,4.552359171160439300e-04,4.552359171160439300e-04,4.113997774376253403e-06,1.357092019531860785e-03,1.223135646070781270e-03,2.202212863933965866e-03
1.600000000000000000e+02,1.500000000000000000e+01,1.620000000000000000e+02,1.950000000000000000e+02,7.957845500970471164e+01,8.097714645118605858e+01,7.957845500970471164e+01,7.948456014062544739e+01,8.320723209392089359e+01,7.957845500970471164e+01,7.948622861412434304e+01,1.238739427588168851e-03,1.883676964250194374e-02,1.238739427588168851e-03,5.737469332465286047e-05,4.689522010469161090e-02,1.238739427588168851e-03,7.836706246022974106e-05
2.100000000000000000e+01,2.200000000000000000e+01,2.100000000000000000e+01,1.800000000000000000e+02,7.953989669093998316e+01,7.955063188798916940e+01,7.953989669093998316e+01,7.948580473929371237e+01,7.983830661694969422e+01,7.953989669093998316e+01,7.949156169699308805e+01,7.536070827878607646e-04,8.886749872819001096e-04,7.536070827878607646e-04,7.303396192386001366e-05,4.508135593227103645e-03,7.536070827878607646e-04,1.454667462642686079e-04
1.450000000000000000e+02,7.000000000000000000e+00,1.390000000000000000e+02,8.700000000000000000e+01,7.949480439453891734e+01,7.974107148691008717e+01,7.955661745637733873e+01,7.948970844883129416e+01,8.021950542149579633e+01,7.960580074657607952e+01,7.977472623133839136e+01,1.862656585167759866e-04,3.284744425139446249e-03,9.639841013756258624e-04,1.221495826785377967e-04,9.304295690686867695e-03,1.582797516055303678e-03,3.708181068676237504e-03
1.440000000000000000e+02,4.400000000000000000e+01,1.440000000000000000e+02,1.390000000000000000e+02,7.949856323624796062e+01,7.990769765835518967e+01,7.949856323624796062e+01,7.948008192917224335e+01,8.089669143289421527e+01,7.949856323624796062e+01,7.951982495861115297e+01,2.335585838947740048e-04,5.381198519818642355e-03,2.335585838947740048e-04,1.030814950168218586e-06,1.782450217531720074e-02,2.335585838947740048e-04,5.010689306888397102e-04
